Condition 1,Condition 2,Condition 3
3.68427,11.978606999999998,13.711976
3.325182,5.318308000000001,13.943419
4.348300999999999,10.536248,7.394870000000001
10.231796,4.775929,8.847093
8.469631999999999,4.8116840000000005,10.706607
10.728448,10.215639,7.997299
3.3728499999999997,10.808408,11.412845
6.635451000000001,5.7429250000000005,12.464804999999998
4.394978,4.327316,8.931508
2.793481,5.405185,14.220475
6.675302,4.834453000000001,14.277363
4.768560000000001,10.03001,7.061693000000001
5.454477000000001,4.656805,8.23583
4.41345,12.278502999999997,15.567219000000001
10.989322999999999,10.292653000000001,10.086882
3.3714889999999995,5.15693,11.212451
10.038561,14.626102,15.382938
13.074894999999998,14.887827,13.10477
3.988757,5.40876,14.719377
3.375368,5.303439999999999,9.904589
8.870726,10.743961,14.382135
9.130249,11.607076,16.549782
10.261087,11.016098,8.784742000000001
3.4940710000000004,5.543356000000001,13.146976
3.9087899999999998,6.100854,6.943453
4.003157999999999,4.559428,12.42569
10.211495000000001,7.2295549999999995,16.141353
8.62464,14.874215,15.072883000000001
6.958815000000001,13.453247000000001,7.395988
4.315539,6.255586000000001,15.819958
11.589285,10.62823,9.334045
1.1478030000000001,14.671178999999999,11.718922000000001
9.4099,10.203662999999999,14.60761
4.088072,8.74802,6.7646180000000005
10.008074,11.340312,7.2741940000000005
6.9030380000000005,5.004580000000001,12.476245
11.885762,15.921868,12.830219
12.958215000000001,13.506522999999998,7.340685
11.040032,5.520484000000001,9.037899
8.315712,4.6572569999999995,9.757388
1.4289139999999994,14.392937,9.585291
12.961943000000002,13.182669,12.018244000000001
8.233675000000002,4.898787,15.733932999999999
3.15487,11.479123,15.667377
8.586967999999999,15.738596999999999,16.17567
8.870663,15.135686000000002,15.149542
3.56174,14.465399999999999,14.189359000000001
12.077897,12.597371,9.417109
3.623801,14.88758,10.738788
12.248472,13.509579999999998,8.588978000000001
10.884679,10.150096,8.873076000000001
12.993978,13.075826,9.316485
9.775532,14.911537,8.646536000000001
3.219414,11.948899,9.960725
3.9082999999999997,4.773988,11.660463
12.41229,15.606349,11.096094999999998
13.399181000000002,14.61599,7.778838
11.756167000000001,14.801724,9.722983
12.251934,12.395106000000002,14.755478
8.959461,12.738252000000001,14.645479000000002
11.823872,9.65896,16.961759
12.891316000000002,12.501559999999998,15.566477999999998
7.733988,11.283643,16.780556999999998
7.645546000000001,8.374486999999998,8.907024
8.751891,14.456982,9.715492000000001
6.821994,14.530335000000001,12.393201
2.9749960000000004,14.293987,15.24936
13.066486000000001,4.289753,16.760487
3.0051760000000005,15.288635999999999,15.290488999999999
2.700497,12.694718000000002,8.737994
3.3051890000000004,14.809337,15.484342
3.110675,6.061886000000001,6.388840999999999
3.367497,13.56699,9.03815
3.111998,10.481492,8.73956
3.480998,9.473061999999999,15.209797
3.433128,12.178991000000002,14.674767
9.196991,13.233693999999998,15.766961
2.988549,12.406163,15.998545
12.256661000000001,12.673379,10.732442
9.300899,12.060650999999998,8.91175
5.335324,15.104569000000001,15.669443
12.604284,11.151014,15.931170000000002
13.298486,14.473682,13.091217
10.313962,13.775790999999998,5.269315
10.150618000000001,12.070103999999997,13.029498
12.615421999999999,11.500395000000001,12.706022
12.252849,14.380087999999999,5.634509
4.486419,5.555751000000001,14.495871
9.078976,15.659055000000002,7.312163
7.794814,5.822949,7.001158
4.496842,14.175346999999999,17.374786
8.556864000000001,13.582307,15.421687
9.856695,14.127527,7.172564999999999
1.338003,11.889524999999999,15.764644
2.7850050000000004,3.9212350000000002,7.823542
2.699664,15.899529999999999,6.430036
1.4240309999999998,14.221319,7.2285390000000005
7.25816,4.188092000000001,14.43558
2.9930510000000004,3.6970610000000006,9.441537
7.468623000000001,4.466556000000001,14.550553
5.878051000000001,11.328103,
2.942027,4.580044000000001,
2.688523,4.929527000000001,
1.4195070000000003,4.861026999999999,
2.8010129999999998,13.625059999999998,
3.1765139999999996,4.2965160000000004,
5.235016000000001,5.113018,
13.042660999999999,,
