40,45,50,55,60
15.164223,9.180356,13.411937,14.634972,15.16224
9.388458,9.223056,11.649778,15.199943,10.109118
12.729004,10.168844,13.8917,9.837804,12.095776
15.715938,16.460031,6.863933,9.164253,13.747201
14.735329,8.698341,6.563916,9.773406,10.118036
0.0,14.37471,9.811118,16.653201,8.474326
16.953439,9.004186,7.586549,14.743811,9.41642
8.678753,9.593417,13.852735,14.926269,14.751681
,,9.85572,,
,,7.943406,,
,,8.628216,,
,,7.594716,,
,,6.50137,,
,,7.524971,,
5.958617,9.750679,16.263032,15.144456,12.341891
9.032435,9.875782,7.177377,16.054256,14.262015
13.885954,15.686269,6.547598,10.505341,15.461911
15.622187,18.882611,12.042459,17.799655,17.669114
8.369392,9.899667,12.299985,18.954627,18.309204
15.391742,9.001146,13.451212,19.211121,13.116702
8.835344,17.277146,6.668288,17.962939,17.490802
12.472939,10.715652,7.084496,19.235695,16.950868
,,7.190287,,
,,13.384211,,
,,11.81027,,
,,10.143451,,
,,6.546218,,
,,7.498685,,
,,13.219756,,
13.614213,18.7065,7.261286,15.740477,10.466956
13.706529,13.129953,13.18337,9.354034,8.210915
18.010811,20.248017,10.067971,9.873297,8.449808
10.889796,15.153137,14.77691,8.989197,11.055956
10.711735,17.854373,15.04715,19.041879,10.445958
16.820672,18.830108,16.129974,9.291948,13.220218
17.165541,17.561928,14.212261,15.935785,16.917528
15.78869,18.653574,11.48396,14.712925,16.281958
,,4.608584,,
,,16.137239,,
,,11.401521,,
,,6.342026,,
,,11.769765,,
,,4.335428,,
,,12.050985,,
,,12.595538,,
15.324744,19.262863,15.425755,14.604771,0.0
10.015923,17.880869,14.071338,17.394868,11.863278
10.450391,19.192317,16.173683,16.331021,9.710964
16.049472,19.454713,12.975676,9.130772,16.214283
11.080717,19.249456,6.394139,18.79449,9.774971
8.914225,19.943762,7.094937,19.144595,12.791379
10.856399,18.943471,15.591478,16.733567,12.220555
10.541106,17.072247,16.597242,17.022822,0.0
,,14.926904,,
,,15.423169,,
,,12.131186,,
,,15.007565,,
,,15.255179,,
,,16.070039,,
,,6.800592,,
13.319482,12.718485,10.015988,18.86033,15.984977
4.528994,18.808477,6.160992,18.651484,16.413356
17.890088,8.841517,16.245989,17.033964,16.690979
10.464071,13.994454,10.907484,19.137082,10.027758
12.774223,19.616849,6.158858,16.894257,5.906004
17.884986,10.964164,5.902494,14.823989,16.380926
16.974985,18.067487,6.509871,13.821558,15.7965
18.09131,16.73199,6.294856,15.267817,8.987993
,,6.560492,,
,,6.291493,,
,,6.655995,,
,,6.610625,,
,,10.834485,,
,,12.375491,,
,,11.923033,,
7.760183,16.922842,8.501154,15.62559,16.693729
15.868391,19.423687,15.793955,18.809658,9.87447
16.902857,18.134613,16.469261,15.828868,16.408777
11.512713,17.662124,6.164344,18.7185,17.116556
9.8142,16.592296,13.499141,16.808766,15.16196
14.224119,16.796884,13.33829,10.158872,16.790428
6.67344,19.993984,15.800574,18.493017,17.065121
9.924234,17.947667,15.451901,17.038454,14.1525
,,7.658156,,
,,12.250225,,
,,10.967535,,
,,7.678514,,
,,11.712293,,
,,15.435933,,
,,13.037455,,
,,12.465829,,
7.049016,20.280296,4.601602,8.587192,13.841528
13.480614,18.594417,10.433733,8.080133,15.839451
18.2653,8.831607,6.176102,9.05859,8.514192
16.886654,18.540038,4.510509,9.269058,16.610702
9.019552,15.824145,10.647873,16.297033,10.9541
14.39708,9.561553,9.050083,8.731539,7.730042
10.775037,17.96108,6.126056,9.441535,8.415046
14.90653,15.515186,5.866554,8.333563,16.238057
,,4.600532,,
,,5.989526,,
,,6.346028,,
,,8.424029,,
,,5.969012,,
,,16.232673,,
,,5.888355,,

