Carla Interface.time; Carla Interface.agents.Ego Vehicle_1.cruise_control_active; Carla Interface.agents.Ego Vehicle_1.transform; Carla Interface.agents.Ego Vehicle_1.velocities_in_vehicle_frame; Carla Interface.agents.Ego Vehicle_2.cruise_control_active; Carla Interface.agents.Ego Vehicle_2.transform; Carla Interface.agents.Ego Vehicle_2.velocities_in_vehicle_frame
1660219511915867800; True; [38.40304183959961, -73.99832153320312, 0.3563191890716553, 42.2875862121582, 0.2828039526939392, 1.600718379020691]; [13.734545707702637, -0.09190395474433899, -0.05395999923348427]; True; [-21.482666015625, -86.66091918945312, 0.2719840109348297, -82.91073608398438, -0.1322939246892929, -0.1549072414636612]; [13.885051727294922, -0.00041010548011399806, 0.029765743762254715]
1660219511926870800; True; [38.40304183959961, -73.99832153320312, 0.3563191890716553, 42.2875862121582, 0.2828039526939392, 1.600718379020691]; [13.734545707702637, -0.09190395474433899, -0.05395999923348427]; True; [-21.482666015625, -86.66091918945312, 0.2719840109348297, -82.91073608398438, -0.1322939246892929, -0.1549072414636612]; [13.885051727294922, -0.00041010548011399806, 0.029765743762254715]
1660219511937370800; True; [38.57978057861328, -73.85431671142578, 0.3568321466445923, 43.78865051269531, 0.2817384600639343, 1.5968906879425049]; [13.736956596374512, -0.0909956842660904, -0.05356192961335182]; True; [-21.454374313354492, -86.88849639892578, 0.27181169390678406, -82.91080474853516, -0.13226661086082458, -0.1553039848804474]; [13.885104179382324, -0.0007390789105556905, 0.029469547793269157]
1660219511948368000; True; [38.75498962402344, -73.70368957519531, 0.35733526945114136, 45.30934524536133, 0.2806524634361267, 1.5930484533309937]; [13.735185623168945, -0.09246433526277542, -0.054575152695178986]; True; [-21.425695419311523, -87.11917114257812, 0.2716439664363861, -82.9111328125, -0.13226661086082458, -0.155731201171875]; [13.885051727294922, -0.0006891469238325953, 0.03001023828983307]
1660219511959370700; True; [38.75498962402344, -73.70368957519531, 0.35733526945114136, 45.30934524536133, 0.2806524634361267, 1.5930484533309937]; [13.735185623168945, -0.09246433526277542, -0.054575152695178986]; True; [-21.425695419311523, -87.11917114257812, 0.2716439664363861, -82.9111328125, -0.13226661086082458, -0.155731201171875]; [13.885051727294922, -0.0006891469238325953, 0.03001023828983307]
1660219511969870900; True; [38.92329406738281, -73.55110931396484, 0.35783275961875916, 46.80309295654297, 0.2796074450016022, 1.589333176612854]; [13.738057136535645, -0.09123346209526062, -0.053976330906152725]; True; [-21.397499084472656, -87.3459243774414, 0.2714739441871643, -82.91166687011719, -0.13226661086082458, -0.15618896484375]; [13.885113716125488, -0.0006340010440908372, 0.029606875032186508]
1660219511980869300; True; [39.089561462402344, -73.39222717285156, 0.3583202660083771, 48.31448745727539, 0.27855560183525085, 1.5856029987335205]; [13.736491203308105, -0.09259135276079178, -0.05494566634297371]; True; [-21.36895751953125, -87.57550811767578, 0.27130842208862305, -82.9124984741211, -0.13226661086082458, -0.1566161960363388]; [13.885066986083984, -0.0005773146403953433, 0.030120640993118286]
1660219511991867800; True; [39.089561462402344, -73.39222717285156, 0.3583202660083771, 48.31448745727539, 0.27855560183525085, 1.5856029987335205]; [13.736491203308105, -0.09259135276079178, -0.05494566634297371]; True; [-21.36895751953125, -87.57550811767578, 0.27130842208862305, -82.9124984741211, -0.13226661086082458, -0.1566161960363388]; [13.885066986083984, -0.0005773146403953433, 0.030120640993118286]
1660219512002867900; True; [39.2501335144043, -73.23051452636719, 0.35880187153816223, 49.8111572265625, 0.2775242328643799, 1.581965446472168]; [13.738113403320312, -0.09202694892883301, -0.054720811545848846]; True; [-21.340675354003906, -87.80298614501953, 0.27114197611808777, -82.91350555419922, -0.13226661086082458, -0.1570739895105362]; [13.885101318359375, -0.0005263018538244069, 0.029939528554677963]
1660219512014368300; True; [39.40890121459961, -73.06195068359375, 0.35927313566207886, 51.331092834472656, 0.27647921442985535, 1.578310251235962]; [13.73593521118164, -0.0936436653137207, -0.05585759878158569]; True; [-21.311935424804688, -88.0341567993164, 0.27098044753074646, -82.91468811035156, -0.13226661086082458, -0.15750117599964142]; [13.885038375854492, -0.0004974132752977312, 0.03054009936749935]
1660219512024874000; True; [39.40890121459961, -73.06195068359375, 0.35927313566207886, 51.331092834472656, 0.27647921442985535, 1.578310251235962]; [13.73593521118164, -0.0936436653137207, -0.05585759878158569]; True; [-21.311935424804688, -88.0341567993164, 0.27098044753074646, -82.91468811035156, -0.13226661086082458, -0.15750117599964142]; [13.885038375854492, -0.0004974132752977312, 0.03054009936749935]
1660219512035368100; True; [39.56210708618164, -72.89041900634766, 0.35973888635635376, 52.83952331542969, 0.27545467019081116, 1.574753999710083]; [13.737180709838867, -0.09318631142377853, -0.055714115500450134]; True; [-21.283395767211914, -88.26374816894531, 0.27081814408302307, -82.916015625, -0.13226661086082458, -0.1578979343175888]; [13.885063171386719, -0.0004594943893607706, 0.030408065766096115]
1660219512046367900; True; [39.71002197265625, -72.71578979492188, 0.3601972460746765, 54.33937072753906, 0.27445748448371887, 1.5712634325027466]; [13.738245010375977, -0.09303989261388779, -0.05576949194073677]; True; [-21.255001068115234, -88.49219512939453, 0.27065667510032654, -82.91746520996094, -0.13226661086082458, -0.1582946628332138]; [13.88508415222168, -0.0004250046913512051, 0.030402235686779022]
1660219512046367900; True; [39.71002197265625, -72.71578979492188, 0.3601972460746765, 54.33937072753906, 0.27445748448371887, 1.5712634325027466]; [13.738245010375977, -0.09303989261388779, -0.05576949194073677]; True; [-21.255001068115234, -88.49219512939453, 0.27065667510032654, -82.91746520996094, -0.13226661086082458, -0.1582946628332138]; [13.88508415222168, -0.0004250046913512051, 0.030402235686779022]
1660219512056872100; True; [39.854248046875, -72.5361328125, 0.36064696311950684, 55.8482780456543, 0.2734534442424774, 1.567795753479004]; [13.737478256225586, -0.09381786733865738, -0.05639468878507614]; True; [-21.255001068115234, -88.49219512939453, 0.27065667510032654, -82.91746520996094, -0.13226661086082458, -0.1582946628332138]; [13.88508415222168, -0.0004250046913512051, 0.030402235686779022]
1660219512067871500; True; [39.854248046875, -72.5361328125, 0.36064696311950684, 55.8482780456543, 0.2734534442424774, 1.567795753479004]; [13.737478256225586, -0.09381786733865738, -0.05639468878507614]; True; [-21.226423263549805, -88.72216796875, 0.2704980671405792, -82.91902160644531, -0.13226661086082458, -0.158660888671875]; [13.885055541992188, -0.0004061411018483341, 0.03071768581867218]
1660219512077872600; True; [39.854248046875, -72.5361328125, 0.36064696311950684, 55.8482780456543, 0.2734534442424774, 1.567795753479004]; [13.737478256225586, -0.09381786733865738, -0.05639468878507614]; True; [-21.226423263549805, -88.72216796875, 0.2704980671405792, -82.91902160644531, -0.13226661086082458, -0.158660888671875]; [13.885055541992188, -0.0004061411018483341, 0.03071768581867218]
1660219512088371900; True; [39.99410629272461, -72.3521728515625, 0.36108922958374023, 57.360862731933594, 0.2724698781967163, 1.5643746852874756]; [13.737215042114258, -0.09423738718032837, -0.056791555136442184]; True; [-21.19776153564453, -88.9528579711914, 0.2703411281108856, -82.92070770263672, -0.13226661086082458, -0.1589965522289276]; [13.88504695892334, -0.0003782180428970605, 0.030898919329047203]
1660219512098869100; True; [40.126407623291016, -72.16838836669922, 0.36152827739715576, 58.84184265136719, 0.27149316668510437, 1.5610764026641846]; [13.740557670593262, -0.09272395819425583, -0.055971428751945496]; True; [-21.169679641723633, -89.17888641357422, 0.2701813578605652, -82.92241668701172, -0.13226661086082458, -0.1593322604894638]; [13.885122299194336, -0.00035494478652253747, 0.030408699065446854]
1660219512109372100; True; [40.126407623291016, -72.16838836669922, 0.36152827739715576, 58.84184265136719, 0.27149316668510437, 1.5610764026641846]; [13.740557670593262, -0.09272395819425583, -0.055971428751945496]; True; [-21.169679641723633, -89.17888641357422, 0.2701813578605652, -82.92241668701172, -0.13226661086082458, -0.1593322604894638]; [13.885122299194336, -0.00035494478652253747, 0.030408699065446854]
1660219512119872400; True; [40.25678634643555, -71.97687530517578, 0.36195433139801025, 60.35627365112305, 0.27051645517349243, 1.5577255487442017]; [13.737384796142578, -0.09496688097715378, -0.05751694366335869]; True; [-21.14095687866211, -89.41016387939453, 0.27002856135368347, -82.92424774169922, -0.13226661086082458, -0.159637451171875]; [13.88503646850586, -0.0003431384975556284, 0.03124561719596386]
1660219512130368800; True; [40.38278579711914, -71.78079986572266, 0.3623737394809723, 61.87875747680664, 0.26956707239151, 1.5544309616088867]; [13.736577987670898, -0.09549275040626526, -0.05798836052417755]; True; [-21.112070083618164, -89.64282989501953, 0.269877165555954, -82.92623138427734, -0.13226661086082458, -0.1599426418542862]; [13.885013580322266, -0.0006907662027515471, 0.03145940974354744]
1660219512140868800; True; [40.38278579711914, -71.78079986572266, 0.3623737394809723, 61.87875747680664, 0.26956707239151, 1.5544309616088867]; [13.736577987670898, -0.09549275040626526, -0.05798836052417755]; True; [-21.112070083618164, -89.64282989501953, 0.269877165555954, -82.92623138427734, -0.13226661086082458, -0.1599426418542862]; [13.885013580322266, -0.0006907662027515471, 0.03145940974354744]
1660219512151868700; True; [40.501991271972656, -71.58406066894531, 0.36278948187828064, 63.380226135253906, 0.2686108350753784, 1.55124831199646]; [13.738808631896973, -0.09452178329229355, -0.057497043162584305]; True; [-21.083568572998047, -89.87245178222656, 0.2697240114212036, -82.92839813232422, -0.13226661086082458, -0.1603088080883026]; [13.885063171386719, -0.0006351505289785564, 0.0311651099473238]
1660219512162372200; True; [40.61513900756836, -71.38581848144531, 0.3631991147994995, 64.86896514892578, 0.2676887512207031, 1.5481281280517578]; [13.740286827087402, -0.0941222608089447, -0.05738972872495651]; True; [-21.055294036865234, -90.10028839111328, 0.2695712149143219, -82.93070983886719, -0.1322324573993683, -0.1606445163488388]; [13.885091781616211, -0.000593203236348927, 0.031072048470377922]
1660219512172872800; True; [40.61513900756836, -71.38581848144531, 0.3631991147994995, 64.86896514892578, 0.2676887512207031, 1.5481281280517578]; [13.740286827087402, -0.0941222608089447, -0.05738972872495651]; True; [-21.055294036865234, -90.10028839111328, 0.2695712149143219, -82.93070983886719, -0.1322324573993683, -0.1606445163488388]; [13.885091781616211, -0.000593203236348927, 0.031072048470377922]
1660219512183373400; True; [40.72421646118164, -71.18254089355469, 0.36359909176826477, 66.37260437011719, 0.2667803466320038, 1.5450042486190796]; [13.738922119140625, -0.0952162966132164, -0.058229248970746994]; True; [-21.0267276763916, -90.33056640625, 0.2694224417209625, -82.93315887451172, -0.1322324573993683, -0.1609802097082138]; [13.885052680969238, -0.0005744852242060006, 0.031519729644060135]
1660219512193871900; True; [40.72421646118164, -71.18254089355469, 0.36359909176826477, 66.37260437011719, 0.2667803466320038, 1.5450042486190796]; [13.738922119140625, -0.0952162966132164, -0.058229248970746994]; True; [-21.0267276763916, -90.33056640625, 0.2694224417209625, -82.93315887451172, -0.1322324573993683, -0.1609802097082138]; [13.885052680969238, -0.0005744852242060006, 0.031519729644060135]
1660219512204371900; True; [40.82708740234375, -70.9781723022461, 0.36399540305137634, 67.86278533935547, 0.2658650875091553, 1.5419590473175049]; [13.740339279174805, -0.09458848088979721, -0.05795316770672798]; True; [-20.99840545654297, -90.55894470214844, 0.2692725360393524, -82.9356918334961, -0.1322324573993683, -0.16131591796875]; [13.885083198547363, -0.0005440943059511483, 0.0313417948782444]
1660219512214373200; True; [40.92438507080078, -70.77167510986328, 0.36438509821891785, 69.34842681884766, 0.26498401165008545, 1.538954496383667]; [13.740951538085938, -0.09459283947944641, -0.05810327082872391]; True; [-20.970157623291016, -90.78678131103516, 0.2691238820552826, -82.93833923339844, -0.1322324573993683, -0.1616210788488388]; [13.885091781616211, -0.0005156119586899877, 0.031404897570610046]
1660219512224372700; True; [40.92438507080078, -70.77167510986328, 0.36438509821891785, 69.34842681884766, 0.26498401165008545, 1.538954496383667]; [13.740951538085938, -0.09459283947944641, -0.05810327082872391]; True; [-20.970157623291016, -90.78678131103516, 0.2691238820552826, -82.93833923339844, -0.1322324573993683, -0.1616210788488388]; [13.885091781616211, -0.0005156119586899877, 0.031404897570610046]
1660219512235369200; True; [41.01741027832031, -70.56007385253906, 0.36476489901542664, 70.8519287109375, 0.26409608125686646, 1.5359480381011963]; [13.739265441894531, -0.09582415223121643, -0.059022337198257446]; True; [-20.94156265258789, -91.01751708984375, 0.26897940039634705, -82.94108581542969, -0.1322324573993683, -0.1619262546300888]; [13.885043144226074, -0.0005058548995293677, 0.031888198107481]
1660219512245873600; True; [41.10364532470703, -70.34915161132812, 0.36514344811439514, 72.33293151855469, 0.26324230432510376, 1.5330455303192139]; [13.74157428741455, -0.09464159607887268, -0.0583934485912323]; True; [-20.913387298583984, -91.24495697021484, 0.26883217692375183, -82.94390106201172, -0.1322324573993683, -0.162200927734375]; [13.885099411010742, -0.0004728943749796599, 0.03151819854974747]
1660219512256374700; True; [41.10364532470703, -70.34915161132812, 0.36514344811439514, 72.33293151855469, 0.26324230432510376, 1.5330455303192139]; [13.74157428741455, -0.09464159607887268, -0.0583934485912323]; True; [-20.913387298583984, -91.24495697021484, 0.26883217692375183, -82.94390106201172, -0.1322324573993683, -0.162200927734375]; [13.885099411010742, -0.0004728943749796599, 0.03151819854974747]
1660219512266869300; True; [41.18529510498047, -70.13359832763672, 0.3655112385749817, 73.8300552368164, 0.2623817026615143, 1.5301374197006226]; [13.740121841430664, -0.09585868567228317, -0.059318285435438156]; True; [-20.884891510009766, -91.47503662109375, 0.26868966221809387, -82.94680786132812, -0.1322324573993683, -0.1624755859375]; [13.885051727294922, -0.0004641485575120896, 0.03201509639620781]
1660219512277372600; True; [41.18529510498047, -70.13359832763672, 0.3655112385749817, 73.8300552368164, 0.2623817026615143, 1.5301374197006226]; [13.740121841430664, -0.09585868567228317, -0.059318285435438156]; True; [-20.884891510009766, -91.47503662109375, 0.26868966221809387, -82.94680786132812, -0.1322324573993683, -0.1624755859375]; [13.885051727294922, -0.0004641485575120896, 0.03201509639620781]
1660219512288373100; True; [41.26158142089844, -69.91506958007812, 0.36587268114089966, 75.33248901367188, 0.2615279257297516, 1.5272737741470337]; [13.739619255065918, -0.09624996036291122, -0.059696417301893234]; True; [-20.856290817260742, -91.70608520507812, 0.2685486674308777, -82.94979858398438, -0.1322324573993683, -0.1627502292394638]; [13.885038375854492, -0.0004482069634832442, 0.032200977206230164]
1660219512298873300; True; [41.33116149902344, -69.69771575927734, 0.36623263359069824, 76.81269836425781, 0.260715126991272, 1.524505376815796]; [13.741929054260254, -0.0951252356171608, -0.05910545215010643]; True; [-20.828102111816406, -91.93387603759766, 0.26840540766716003, -82.95279693603516, -0.1322324573993683, -0.1629943698644638]; [13.885093688964844, -0.0004291185468900949, 0.03186080604791641]
1660219512309872900; True; [41.33116149902344, -69.69771575927734, 0.36623263359069824, 76.81269836425781, 0.260715126991272, 1.524505376815796]; [13.741929054260254, -0.0951252356171608, -0.05910545215010643]; True; [-20.828102111816406, -91.93387603759766, 0.26840540766716003, -82.95279693603516, -0.1322324573993683, -0.1629943698644638]; [13.885093688964844, -0.0004291185468900949, 0.03186080604791641]
1660219512319874200; True; [41.39564514160156, -69.4766616821289, 0.3665826618671417, 78.3052749633789, 0.259881854057312, 1.5217386484146118]; [13.740857124328613, -0.09613093733787537, -0.05988200381398201]; True; [-20.7996768951416, -92.1637191772461, 0.2682662010192871, -82.9559326171875, -0.1322324573993683, -0.163238525390625]; [13.885059356689453, -0.0008209029329009354, 0.032276593148708344]
1660219512330369200; True; [41.45376968383789, -69.25629425048828, 0.36693111062049866, 79.78136444091797, 0.2590758800506592, 1.5190476179122925]; [13.742547988891602, -0.09526362270116806, -0.05944804102182388]; True; [-20.771556854248047, -92.39118957519531, 0.26812514662742615, -82.959228515625, -0.1322324573993683, -0.163543701171875]; [13.88509750366211, -0.0007730905781500041, 0.03202441707253456]
1660219512341373200; True; [41.45376968383789, -69.25629425048828, 0.36693111062049866, 79.78136444091797, 0.2590758800506592, 1.5190476179122925]; [13.742547988891602, -0.09526362270116806, -0.05944804102182388]; True; [-20.771556854248047, -92.39118957519531, 0.26812514662742615, -82.959228515625, -0.1322324573993683, -0.163543701171875]; [13.88509750366211, -0.0007730905781500041, 0.03202441707253456]
1660219512352372900; True; [41.50654602050781, -69.03291320800781, 0.36727049946784973, 81.26709747314453, 0.2582835853099823, 1.5163638591766357]; [13.74172306060791, -0.09607554227113724, -0.060110896825790405]; True; [-20.743244171142578, -92.62030029296875, 0.2679876387119293, -82.96270751953125, -0.1322324573993683, -0.163848876953125]; [13.885068893432617, -0.0007419657777063549, 0.032376691699028015]
1660219512363369300; True; [41.553260803222656, -68.80951690673828, 0.36760690808296204, 82.7432861328125, 0.257504940032959, 1.5137375593185425]; [13.742715835571289, -0.09560831636190414, -0.05993635952472687]; True; [-20.71510887145996, -92.84809112548828, 0.2678494453430176, -82.96642303466797, -0.1322324573993683, -0.1641845703125]; [13.885090827941895, -0.0010518383933231235, 0.03227092698216438]
1660219512374374300; True; [41.553260803222656, -68.80951690673828, 0.36760690808296204, 82.7432861328125, 0.257504940032959, 1.5137375593185425]; [13.742715835571289, -0.09560831636190414, -0.05993635952472687]; True; [-20.71510887145996, -92.84809112548828, 0.2678494453430176, -82.96642303466797, -0.1322324573993683, -0.1641845703125]; [13.885090827941895, -0.0010518383933231235, 0.03227092698216438]
1660219512385374300; True; [41.59488296508789, -68.58088684082031, 0.3679306209087372, 84.24562072753906, 0.25672629475593567, 1.5110998153686523]; [13.740214347839355, -0.0973469689488411, -0.06119762361049652]; True; [-20.686471939086914, -93.080078125, 0.2677173614501953, -82.97039794921875, -0.1322324573993683, -0.1645508110523224]; [13.885024070739746, -0.001027611899189651, 0.032949723303318024]
1660219512385374300; True; [41.62966537475586, -68.35708618164062, 0.36825990676879883, 85.70844268798828, 0.25597497820854187, 1.50859534740448]; [13.744139671325684, -0.0950261726975441, -0.059803593903779984]; True; [-20.686471939086914, -93.080078125, 0.2677173614501953, -82.97039794921875, -0.1322324573993683, -0.1645508110523224]; [13.885024070739746, -0.001027611899189651, 0.032949723303318024]
1660219512406873500; True; [41.62966537475586, -68.35708618164062, 0.36825990676879883, 85.70844268798828, 0.25597497820854187, 1.50859534740448]; [13.744139671325684, -0.0950261726975441, -0.059803593903779984]; True; [-20.65858268737793, -93.30611419677734, 0.2675788700580597, -82.97447967529297, -0.1322324573993683, -0.164947509765625]; [13.885120391845703, -0.0009548821835778654, 0.03217942267656326]
1660219512406873500; True; [41.65915298461914, -68.12870025634766, 0.36857524514198303, 87.19498443603516, 0.25522366166114807, 1.506056785583496]; [13.741998672485352, -0.09679722785949707, -0.06109904497861862]; True; [-20.65858268737793, -93.30611419677734, 0.2675788700580597, -82.97447967529297, -0.1322324573993683, -0.164947509765625]; [13.885120391845703, -0.0009548821835778654, 0.03217942267656326]
1660219512417873500; True; [41.65915298461914, -68.12870025634766, 0.36857524514198303, 87.19498443603516, 0.25522366166114807, 1.506056785583496]; [13.741998672485352, -0.09679722785949707, -0.06109904497861862]; True; [-20.63024139404297, -93.53596496582031, 0.26744720339775085, -82.97897338867188, -0.1322324573993683, -0.165374755859375]; [13.885056495666504, -0.0013086145045235753, 0.032881468534469604]
1660219512428370400; True; [41.68284606933594, -67.89800262451172, 0.36888426542282104, 88.691162109375, 0.25447916984558105, 1.503556728363037]; [13.740995407104492, -0.09733995050191879, -0.061579491943120956]; True; [-20.601713180541992, -93.7674789428711, 0.26731744408607483, -82.98375701904297, -0.1322324573993683, -0.1658630222082138]; [13.885028839111328, -0.0012600685004144907, 0.033133283257484436]
1660219512438874000; True; [41.70024490356445, -67.67082214355469, 0.36919543147087097, 90.15995025634766, 0.2537551820278168, 1.5011564493179321]; [13.743766784667969, -0.09581504762172699, -0.060698240995407104]; True; [-20.601713180541992, -93.7674789428711, 0.26731744408607483, -82.98375701904297, -0.1322324573993683, -0.1658630222082138]; [13.885028839111328, -0.0012600685004144907, 0.033133283257484436]
1660219512458871000; True; [41.70024490356445, -67.67082214355469, 0.36919543147087097, 90.15995025634766, 0.2537551820278168, 1.5011564493179321]; [13.743766784667969, -0.09581504762172699, -0.060698240995407104]; True; [-20.57370376586914, -93.99488830566406, 0.26718389987945557, -82.98869323730469, -0.1322324573993683, -0.1663207858800888]; [13.885092735290527, -0.0011850341688841581, 0.03265056014060974]
1660219512458871000; True; [41.7117919921875, -67.44377899169922, 0.36950060725212097, 91.6243896484375, 0.25305166840553284, 1.4987748861312866]; [13.744385719299316, -0.09586135298013687, -0.060853973031044006]; True; [-20.57370376586914, -93.99488830566406, 0.26718389987945557, -82.98869323730469, -0.1322324573993683, -0.1663207858800888]; [13.885092735290527, -0.0011850341688841581, 0.03265056014060974]
1660219512469873800; True; [41.7117919921875, -67.44377899169922, 0.36950060725212097, 91.6243896484375, 0.25305166840553284, 1.4987748861312866]; [13.744385719299316, -0.09586135298013687, -0.060853973031044006]; True; [-20.545780181884766, -94.22179412841797, 0.26705190539360046, -82.99394989013672, -0.1322324573993683, -0.166839599609375]; [13.885099411010742, -0.001478033373132348, 0.032731276005506516]
1660219512480371300; True; [41.71754455566406, -67.21498107910156, 0.3697981536388397, 93.09777069091797, 0.2523481547832489, 1.4963997602462769]; [13.743557929992676, -0.09651471674442291, -0.06141573190689087]; True; [-20.517683029174805, -94.45023345947266, 0.26692280173301697, -82.99955749511719, -0.1322324573993683, -0.1673889309167862]; [13.885078430175781, -0.0014169684145599604, 0.033035967499017715]
1660219512490370800; True; [41.717376708984375, -66.984130859375, 0.37008780241012573, 94.58309173583984, 0.25165146589279175, 1.4940462112426758]; [13.742391586303711, -0.0972973108291626, -0.06205115467309952]; True; [-20.517683029174805, -94.45023345947266, 0.26692280173301697, -82.99955749511719, -0.1322324573993683, -0.1673889309167862]; [13.885078430175781, -0.0014169684145599604, 0.033035967499017715]
1660219512501373500; True; [41.717376708984375, -66.984130859375, 0.37008780241012573, 94.58309173583984, 0.25165146589279175, 1.4940462112426758]; [13.742391586303711, -0.0972973108291626, -0.06205115467309952]; True; [-20.489362716674805, -94.6806640625, 0.26679670810699463, -83.00550842285156, -0.1322324573993683, -0.1679382473230362]; [13.88504409790039, -0.001362648676149547, 0.0333753302693367]
1660219512511874400; True; [41.717376708984375, -66.984130859375, 0.37008780241012573, 94.58309173583984, 0.25165146589279175, 1.4940462112426758]; [13.742391586303711, -0.0972973108291626, -0.06205115467309952]; True; [-20.461238861083984, -94.90967559814453, 0.26666954159736633, -83.01165008544922, -0.13220512866973877, -0.1684875339269638]; [13.885066032409668, -0.0013020670739933848, 0.033234212547540665]
1660219512522874200; True; [41.71126937866211, -66.7547836303711, 0.37037593126296997, 96.05825805664062, 0.25097528100013733, 1.4917596578598022]; [13.743414878845215, -0.09674173593521118, -0.06180961802601814]; True; [-20.461238861083984, -94.90967559814453, 0.26666954159736633, -83.01165008544922, -0.13220512866973877, -0.1684875339269638]; [13.885066032409668, -0.0013020670739933848, 0.033234212547540665]
1660219512533370800; True; [41.69927978515625, -66.52606964111328, 0.3706592619419098, 97.52986145019531, 0.2503059208393097, 1.4895106554031372]; [13.743873596191406, -0.09671314060688019, -0.06190887466073036]; True; [-20.433185577392578, -95.1382827758789, 0.26654350757598877, -83.01795959472656, -0.13220512866973877, -0.1690063327550888]; [13.885074615478516, -0.0012576287845149636, 0.03329671919345856]
1660219512543874400; True; [41.69927978515625, -66.52606964111328, 0.3706592619419098, 97.52986145019531, 0.2503059208393097, 1.4895106554031372]; [13.743873596191406, -0.09671314060688019, -0.06190887466073036]; True; [-20.433185577392578, -95.1382827758789, 0.26654350757598877, -83.01795959472656, -0.13220512866973877, -0.1690063327550888]; [13.885074615478516, -0.0012576287845149636, 0.03329671919345856]
1660219512554370900; True; [41.68121337890625, -66.29553985595703, 0.37093356251716614, 99.0147476196289, 0.24963657557964325, 1.4872740507125854]; [13.742612838745117, -0.0976267084479332, -0.0626424252986908]; True; [-20.404884338378906, -95.36911010742188, 0.26642122864723206, -83.02456665039062, -0.13220512866973877, -0.1695251613855362]; [13.88503646850586, -0.0012150899274274707, 0.03369257599115372]
1660219512564874900; True; [41.65774154663086, -66.07037353515625, 0.3712133467197418, 100.4674072265625, 0.2490013688802719, 1.4851316213607788]; [13.745820045471191, -0.09573423117399216, -0.06149272993206978]; True; [-20.377206802368164, -95.5950698852539, 0.2662936747074127, -83.03116607666016, -0.13220512866973877, -0.170013427734375]; [13.885117530822754, -0.001158203580416739, 0.03306777775287628]
1660219512575374500; True; [41.65774154663086, -66.07037353515625, 0.3712133467197418, 100.4674072265625, 0.2490013688802719, 1.4851316213607788]; [13.745820045471191, -0.09573423117399216, -0.06149272993206978]; True; [-20.377206802368164, -95.5950698852539, 0.2662936747074127, -83.03116607666016, -0.13220512866973877, -0.170013427734375]; [13.885117530822754, -0.001158203580416739, 0.03306777775287628]
1660219512586374200; True; [41.62787628173828, -65.84102630615234, 0.3714768886566162, 101.95074462890625, 0.24835249781608582, 1.4829483032226562]; [13.742956161499023, -0.09787801653146744, -0.06304898858070374]; True; [-20.348949432373047, -95.82594299316406, 0.2661743462085724, -83.03801727294922, -0.13220512866973877, -0.1704712212085724]; [13.88503646850586, -0.001155496807768941, 0.03391749784350395]
1660219512596874700; True; [41.59259033203125, -65.61563873291016, 0.3717446029186249, 103.41278076171875, 0.24773778021335602, 1.4808520078659058]; [13.744978904724121, -0.09648510068655014, -0.06223757565021515]; True; [-20.32110595703125, -96.05365753173828, 0.266050785779953, -83.044921875, -0.13220512866973877, -0.1708984225988388]; [13.885087966918945, -0.0011073776986449957, 0.03347565233707428]
1660219512607874200; True; [41.59259033203125, -65.61563873291016, 0.3717446029186249, 103.41278076171875, 0.24773778021335602, 1.4808520078659058]; [13.744978904724121, -0.09648510068655014, -0.06223757565021515]; True; [-20.32110595703125, -96.05365753173828, 0.266050785779953, -83.044921875, -0.13220512866973877, -0.1708984225988388]; [13.885087966918945, -0.0011073776986449957, 0.03347565233707428]
1660219512618874400; True; [41.55116271972656, -65.3891372680664, 0.372001975774765, 104.88760375976562, 0.24711623787879944, 1.4787548780441284]; [13.74385929107666, -0.09751365333795547, -0.06303885579109192]; True; [-20.29302978515625, -96.28350067138672, 0.2659318149089813, -83.05194091796875, -0.13220512866973877, -0.17132568359375]; [13.885050773620605, -0.0011029635788872838, 0.03391546010971069]
1660219512629372700; True; [41.50448989868164, -65.16509246826172, 0.37218424677848816, 106.34839630126953, 0.2435508668422699, 1.4605588912963867]; [13.769065856933594, -0.13431240618228912, -0.07588612288236618]; True; [-20.265180587768555, -96.51171875, 0.2658112049102783, -83.05907440185547, -0.13220512866973877, -0.1716919094324112]; [13.885079383850098, -0.0010561980307102203, 0.03373069688677788]
1660219512640371300; True; [41.50448989868164, -65.16509246826172, 0.37218424677848816, 106.34839630126953, 0.2435508668422699, 1.4605588912963867]; [13.769065856933594, -0.13431240618228912, -0.07588612288236618]; True; [-20.265180587768555, -96.51171875, 0.2658112049102783, -83.05907440185547, -0.13220512866973877, -0.1716919094324112]; [13.885079383850098, -0.0010561980307102203, 0.03373069688677788]
1660219512650871400; True; [41.45145797729492, -64.94120788574219, 0.3724936246871948, 107.81535339355469, 0.23838041722774506, 1.4352868795394897]; [13.742584228515625, -0.09346651285886765, -0.060584429651498795]; True; [-20.2371768951416, -96.74142456054688, 0.2656939625740051, -83.06627655029297, -0.13220512866973877, -0.1720581203699112]; [13.885056495666504, -0.0010584993287920952, 0.03405449166893959]
1660219512662371700; True; [41.39201736450195, -64.71614074707031, 0.37273848056793213, 109.29872131347656, 0.23458966612815857, 1.4189534187316895]; [13.742066383361816, -0.0965348333120346, -0.06292203813791275]; True; [-20.208873748779297, -96.97382354736328, 0.2655807137489319, -83.0736312866211, -0.13220512866973877, -0.1723938137292862]; [13.885009765625, -0.0010525707621127367, 0.03448835760354996]
