Condition 1,Condition 2,Condition 3
3.3341200000000004,11.743683,13.593274000000001
2.973546,5.042155999999999,13.591777
3.986236,10.207455,7.10233
9.86923,4.446148,8.536677000000001
8.105577,4.48041,10.512407000000001
10.363897,9.916151,7.811547
3.019719,10.456271999999998,11.16597
6.274377,5.418605,12.169289000000001
4.043835,3.9721699999999993,8.543608
10.323110999999999,5.104679,14.140514999999999
6.335020999999999,4.419207,13.151822
4.405989,9.648539,6.900758
5.090914,4.259469000000001,7.826074
4.051875,11.923385,15.372028
10.624766999999999,9.993657,13.169774
3.0089189999999997,4.859918,10.773886000000001
9.676984000000001,14.221808,10.897992
12.719774999999998,14.500919,12.686075
3.638108,5.013407,13.876522000000001
3.013296,5.124638999999999,7.449053999999999
8.47637,10.400762,12.313994
8.757749,11.311556999999999,16.097161
9.910437,10.952029,16.736244000000003
3.1300120000000002,5.180785000000001,14.044759
3.5447309999999996,5.768579999999999,6.793457999999999
3.6614489999999997,4.25795,11.533174
9.837008,12.536448999999998,15.916853999999999
8.263065999999998,14.477873999999998,13.826246000000001
6.598728000000001,13.237693999999998,7.253443999999999
3.958932,5.998808,15.373952
11.213803,10.42832,8.892005
0.7832480000000004,14.330957000000001,12.042252999999999
9.057265,9.971719,14.209778
3.7245090000000003,8.397362000000001,6.637471
9.663376,10.998593,6.866432000000001
6.529036,4.636538000000001,12.131546
11.509275,15.518071,16.435829000000002
12.586703,13.119619999999998,9.481998
10.676469,5.137548000000001,8.875487999999999
7.952152,4.272041000000001,9.295982
1.0648539999999995,14.103174,9.135807
12.601351000000001,12.819100000000002,11.64921
7.859673000000001,4.575944,15.326155
2.8002429999999996,11.209429,15.247678999999998
8.225389,13.920274,15.564266000000002
8.496664,14.719479000000002,14.702039
3.208113,14.067557,13.746332
11.717801,12.282975,8.950724999999998
3.2706589999999998,14.524009,10.297236999999999
11.893342,13.156442,8.144952
10.544458,9.872454,8.434017
12.631406,12.666073999999998,8.876929
9.434812,14.50526,8.192579
2.856349,11.617122,9.497825
3.565598,4.398008,11.211473999999999
12.049224,15.211222,10.645119999999999
13.043069000000001,14.210211999999999,7.339283
11.384161,14.418294999999999,9.281936
11.877445,11.991441000000002,14.408979
8.5959,12.329984,11.740484
11.452358,9.258461,16.503739
12.541159,12.144043,15.118673999999999
7.375489,10.538108000000001,16.314555
7.290327000000001,7.96899,8.450997000000001
8.369874,14.064983,8.900995
6.473495,14.134836,11.188132999999999
2.608496,13.92699,14.796333999999998
12.711486,4.103739999999999,16.312986000000002
2.6271540000000004,14.880636999999998,15.388989
2.3664959999999997,12.293695000000001,7.408995999999999
2.9576700000000002,14.400314,15.118378000000002
2.7541550000000004,6.2323960000000005,6.174767999999999
3.010498,13.343492999999999,8.349252
2.764998,10.085491999999999,8.289072
3.112497,9.07106,14.832318
3.0551269999999997,11.997993999999998,14.286963
8.836494,12.933197999999997,15.318463000000001
2.627459,12.074873999999998,13.584532000000001
11.894083,12.302356000000001,9.947701
8.926896,12.19744,8.230319
4.981688999999999,14.674445000000002,15.199096999999998
12.240219,10.862940000000002,15.480184000000001
12.934422999999999,14.080312999999999,12.65365
9.960826,13.403283000000002,5.082066
9.801458,11.867959,12.58596
12.252355,11.105542,12.254525000000001
11.920777999999999,13.984240999999999,5.470513
4.1243479999999995,12.046235,14.249356
8.707964,15.252780000000001,6.927656
7.4222339999999996,5.416178,11.902078999999999
4.142716999999999,13.769555999999998,16.677774
8.172927000000001,13.19688,15.032182
9.507525999999999,13.800528,9.375585000000001
0.9910019999999999,11.572022999999998,15.312138000000001
2.4180040000000003,3.5987159999999996,7.453043999999999
2.354643,15.55451,6.145033
1.0675229999999996,13.853311,6.829538
6.8891539999999996,3.8635859999999997,12.837071000000002
2.6285450000000004,3.3415540000000004,9.208687
7.1026180000000005,4.07805,14.651053000000001
5.498047000000001,11.080102,
2.6160240000000003,4.318538,
2.323021,4.540024999999999,
5.069528999999999,4.820527,
1.0580060000000002,13.232056,
2.442509,4.003018,
2.8095129999999995,4.726517,
4.870017000000001,10.775668,
12.682159999999998,,
